L, [м];! Stimulus(Гц);    S21(°);f, [ГГц];φ, [рад];ω, [рад*ГГц];τГВЗ, [нс];γ(ω), [рад/м];vгр.,[Гм/c];;;
;4822502650,00;-588,25;4,82;-10,27;30,30;2,93;-18,67;-0,19;;;
;4822877488,00;-588,65;4,82;-10,27;30,30;2,95;-18,68;-0,19;;;
;4823252325,00;-589,04;4,82;-10,28;30,31;2,82;-18,69;-0,20;;;
;4823627163,00;-589,42;4,82;-10,29;30,31;2,92;-18,70;-0,19;;;
;4824002000,00;-589,82;4,82;-10,29;30,31;2,83;-18,72;-0,19;;;
;4824376838,00;-590,20;4,82;-10,30;30,31;2,89;-18,73;-0,19;;;
;4824751675,00;-590,59;4,82;-10,31;30,31;2,87;-18,74;-0,19;;;
;4825126513,00;-590,98;4,83;-10,31;30,32;2,80;-18,75;-0,20;;;
;4825501350,00;-591,36;4,83;-10,32;30,32;2,78;-18,77;-0,20;;;
;4825876188,00;-591,73;4,83;-10,33;30,32;2,93;-18,78;-0,19;;;
;4826251025,00;-592,13;4,83;-10,33;30,32;2,77;-18,79;-0,20;;;
;4826625863,00;-592,50;4,83;-10,34;30,33;2,74;-18,80;-0,20;;;
;4827000700,00;-592,87;4,83;-10,35;30,33;2,79;-18,81;-0,20;;;
;4827375538,00;-593,25;4,83;-10,35;30,33;2,82;-18,83;-0,20;;;
;4827750375,00;-593,63;4,83;-10,36;30,33;2,67;-18,84;-0,21;;;
;4828125213,00;-593,99;4,83;-10,37;30,34;2,73;-18,85;-0,20;;;
;4828500050,00;-594,36;4,83;-10,37;30,34;2,66;-18,86;-0,21;;;
;4828874887,00;-594,71;4,83;-10,38;30,34;2,69;-18,87;-0,20;;;
;4829249725,00;-595,08;4,83;-10,39;30,34;2,75;-18,88;-0,20;;;
;4829624562,00;-595,45;4,83;-10,39;30,35;2,59;-18,90;-0,21;;;
;4829999400,00;-595,80;4,83;-10,40;30,35;2,61;-18,91;-0,21;;;
;4830374237,00;-596,15;4,83;-10,40;30,35;2,65;-18,92;-0,21;;;
;4830749075,00;-596,51;4,83;-10,41;30,35;2,60;-18,93;-0,21;;;
;4831123912,00;-596,86;4,83;-10,42;30,35;2,60;-18,94;-0,21;;;
;4831498750,00;-597,21;4,83;-10,42;30,36;2,47;-18,95;-0,22;;;
;4831873587,00;-597,54;4,83;-10,43;30,36;2,55;-18,96;-0,22;;;
;4832248425,00;-597,89;4,83;-10,44;30,36;2,50;-18,97;-0,22;;;
;4832623262,00;-598,22;4,83;-10,44;30,36;2,51;-18,98;-0,22;;;
;4832998100,00;-598,56;4,83;-10,45;30,37;2,34;-18,99;-0,23;;;
;4833372937,00;-598,88;4,83;-10,45;30,37;2,45;-19,00;-0,22;;;
;4833747775,00;-599,21;4,83;-10,46;30,37;2,39;-19,01;-0,23;;;
;4834122612,00;-599,53;4,83;-10,46;30,37;2,38;-19,03;-0,23;;;
;4834497450,00;-599,85;4,83;-10,47;30,38;2,33;-19,04;-0,24;;;
;4834872287,00;-600,17;4,83;-10,47;30,38;2,33;-19,05;-0,24;;;
;4835247125,00;-600,48;4,84;-10,48;30,38;2,24;-19,06;-0,25;;;
;4835621962,00;-600,78;4,84;-10,49;30,38;2,21;-19,06;-0,25;;;
;4835996800,00;-601,08;4,84;-10,49;30,39;2,22;-19,07;-0,25;;;
;4836371637,00;-601,38;4,84;-10,50;30,39;2,23;-19,08;-0,25;;;
;4836746475,00;-601,68;4,84;-10,50;30,39;2,13;-19,09;-0,26;;;
;4837121312,00;-601,97;4,84;-10,51;30,39;2,04;-19,10;-0,27;;;
;4837496150,00;-602,25;4,84;-10,51;30,39;2,15;-19,11;-0,26;;;
;4837870987,00;-602,54;4,84;-10,52;30,40;1,91;-19,12;-0,29;;;
;4838245825,00;-602,79;4,84;-10,52;30,40;2,05;-19,13;-0,27;;;
;4838620662,00;-603,07;4,84;-10,53;30,40;2,00;-19,14;-0,28;;;
;4838995500,00;-603,34;4,84;-10,53;30,40;1,87;-19,15;-0,29;;;
;4839370337,00;-603,59;4,84;-10,53;30,41;1,86;-19,15;-0,30;;;
;4839745175,00;-603,84;4,84;-10,54;30,41;1,94;-19,16;-0,28;;;
;4840120012,00;-604,10;4,84;-10,54;30,41;1,77;-19,17;-0,31;;;
;4840494849,00;-604,34;4,84;-10,55;30,41;1,74;-19,18;-0,32;;;
;4840869687,00;-604,58;4,84;-10,55;30,42;1,78;-19,19;-0,31;;;
;4841244524,00;-604,82;4,84;-10,56;30,42;1,62;-19,19;-0,34;;;
;4841619362,00;-605,04;4,84;-10,56;30,42;1,63;-19,20;-0,34;;;
;4841994199,00;-605,26;4,84;-10,56;30,42;1,64;-19,21;-0,33;;;
;4842369037,00;-605,48;4,84;-10,57;30,43;1,56;-19,21;-0,35;;;
;4842743874,00;-605,69;4,84;-10,57;30,43;1,63;-19,22;-0,34;;;
;4843118712,00;-605,91;4,84;-10,58;30,43;1,52;-19,23;-0,36;;;
;4843493549,00;-606,11;4,84;-10,58;30,43;1,51;-19,23;-0,36;;;
;4843868387,00;-606,32;4,84;-10,58;30,43;1,53;-19,24;-0,36;;;
;4844243224,00;-606,53;4,84;-10,59;30,44;1,44;-19,25;-0,38;;;
;4844618062,00;-606,72;4,84;-10,59;30,44;1,49;-19,25;-0,37;;;
;4844992899,00;-606,92;4,84;-10,59;30,44;1,47;-19,26;-0,37;;;
;4845367737,00;-607,12;4,85;-10,60;30,44;1,41;-19,27;-0,39;;;
;4845742574,00;-607,31;4,85;-10,60;30,45;1,45;-19,27;-0,38;;;
;4846117412,00;-607,51;4,85;-10,60;30,45;1,46;-19,28;-0,38;;;
;4846492249,00;-607,70;4,85;-10,61;30,45;1,44;-19,28;-0,38;;;
;4846867087,00;-607,90;4,85;-10,61;30,45;1,44;-19,29;-0,38;;;
;4847241924,00;-608,09;4,85;-10,61;30,46;1,50;-19,30;-0,37;;;
;4847616762,00;-608,29;4,85;-10,62;30,46;1,54;-19,30;-0,36;;;
;4847991599,00;-608,50;4,85;-10,62;30,46;1,47;-19,31;-0,38;;;
;4848366437,00;-608,70;4,85;-10,62;30,46;1,58;-19,32;-0,35;;;
;4848741274,00;-608,91;4,85;-10,63;30,47;1,66;-19,32;-0,33;;;
;4849116112,00;-609,14;4,85;-10,63;30,47;1,62;-19,33;-0,34;;;
;4849490949,00;-609,36;4,85;-10,64;30,47;1,69;-19,34;-0,33;;;
;4849865787,00;-609,58;4,85;-10,64;30,47;1,73;-19,34;-0,32;;;
;4850240624,00;-609,82;4,85;-10,64;30,47;1,87;-19,35;-0,29;;;
;4850615462,00;-610,07;4,85;-10,65;30,48;1,76;-19,36;-0,31;;;
;4850990299,00;-610,31;4,85;-10,65;30,48;1,90;-19,37;-0,29;;;
;4851365137,00;-610,56;4,85;-10,66;30,48;1,86;-19,38;-0,30;;;
;4851739974,00;-610,81;4,85;-10,66;30,48;2,04;-19,38;-0,27;;;
;4852114811,00;-611,09;4,85;-10,67;30,49;1,99;-19,39;-0,28;;;
;4852489649,00;-611,36;4,85;-10,67;30,49;2,07;-19,40;-0,27;;;
;4852864486,00;-611,64;4,85;-10,68;30,49;2,13;-19,41;-0,26;;;
;4853239324,00;-611,92;4,85;-10,68;30,49;2,09;-19,42;-0,26;;;
;4853614161,00;-612,21;4,85;-10,69;30,50;2,30;-19,43;-0,24;;;
;4853988999,00;-612,52;4,85;-10,69;30,50;2,22;-19,44;-0,25;;;
;4854363836,00;-612,82;4,85;-10,70;30,50;2,29;-19,45;-0,24;;;
;4854738674,00;-613,13;4,85;-10,70;30,50;2,37;-19,46;-0,23;;;
;4855113511,00;-613,45;4,86;-10,71;30,51;2,33;-19,47;-0,24;;;
;4855488349,00;-613,76;4,86;-10,71;30,51;2,43;-19,48;-0,23;;;
;4855863186,00;-614,09;4,86;-10,72;30,51;2,47;-19,49;-0,22;;;
;4856238024,00;-614,42;4,86;-10,72;30,51;2,44;-19,50;-0,23;;;
;4856612861,00;-614,75;4,86;-10,73;30,51;2,54;-19,51;-0,22;;;
;4856987699,00;-615,09;4,86;-10,74;30,52;2,47;-19,52;-0,22;;;
;4857362536,00;-615,43;4,86;-10,74;30,52;2,67;-19,53;-0,21;;;
;4857737374,00;-615,79;4,86;-10,75;30,52;2,57;-19,54;-0,21;;;
;4858112211,00;-616,14;4,86;-10,75;30,52;2,66;-19,55;-0,21;;;
;4858487049,00;-616,49;4,86;-10,76;30,53;2,62;-19,56;-0,21;;;
;4858861886,00;-616,85;4,86;-10,77;30,53;2,70;-19,57;-0,20;;;
;4859236724,00;-617,21;4,86;-10,77;30,53;2,68;-19,59;-0,21;;;
;4859611561,00;-617,58;4,86;-10,78;30,53;2,73;-19,60;-0,20;;;
;4859986399,00;-617,94;4,86;-10,79;30,54;2,67;-19,61;-0,21;;;
;4860361236,00;-618,30;4,86;-10,79;30,54;2,74;-19,62;-0,20;;;
;4860736074,00;-618,67;4,86;-10,80;30,54;2,73;-19,63;-0,20;;;
;4861110911,00;-619,04;4,86;-10,80;30,54;2,82;-19,64;-0,19;;;
;4861485749,00;-619,42;4,86;-10,81;30,55;2,79;-19,66;-0,20;;;
;4861860586,00;-619,80;4,86;-10,82;30,55;2,83;-19,67;-0,19;;;
;4862235424,00;-620,18;4,86;-10,82;30,55;2,79;-19,68;-0,20;;;
;4862610261,00;-620,56;4,86;-10,83;30,55;2,81;-19,69;-0,20;;;
;4862985099,00;-620,94;4,86;-10,84;30,56;2,80;-19,70;-0,20;;;
;4863359936,00;-621,31;4,86;-10,84;30,56;2,87;-19,72;-0,19;;;
;4863734773,00;-621,70;4,86;-10,85;30,56;2,87;-19,73;-0,19;;;
;4864109611,00;-622,09;4,86;-10,86;30,56;2,82;-19,74;-0,20;;;
;4864484448,00;-622,47;4,86;-10,86;30,56;2,92;-19,75;-0,19;;;
;4864859286,00;-622,86;4,86;-10,87;30,57;2,87;-19,77;-0,19;;;
;4865234123,00;-623,25;4,87;-10,88;30,57;2,89;-19,78;-0,19;;;
;4865608961,00;-623,64;4,87;-10,88;30,57;2,90;-19,79;-0,19;;;
;4865983798,00;-624,03;4,87;-10,89;30,57;2,87;-19,80;-0,19;;;
;4866358636,00;-624,42;4,87;-10,90;30,58;2,89;-19,81;-0,19;;;
;4866733473,00;-624,81;4,87;-10,90;30,58;2,91;-19,83;-0,19;;;
;4867108311,00;-625,20;4,87;-10,91;30,58;2,94;-19,84;-0,19;;;
;4867483148,00;-625,60;4,87;-10,92;30,58;2,94;-19,85;-0,19;;;
;4867857986,00;-626,00;4,87;-10,93;30,59;2,87;-19,86;-0,19;;;
;4868232823,00;-626,38;4,87;-10,93;30,59;2,91;-19,88;-0,19;;;
;4868607661,00;-626,78;4,87;-10,94;30,59;2,94;-19,89;-0,19;;;
;4868982498,00;-627,17;4,87;-10,95;30,59;2,91;-19,90;-0,19;;;
;4869357336,00;-627,56;4,87;-10,95;30,60;3,05;-19,91;-0,18;;;
;4869732173,00;-627,98;4,87;-10,96;30,60;2,90;-19,93;-0,19;;;
;4870107011,00;-628,37;4,87;-10,97;30,60;2,94;-19,94;-0,19;;;
;4870481848,00;-628,76;4,87;-10,97;30,60;2,92;-19,95;-0,19;;;
;4870856686,00;-629,16;4,87;-10,98;30,60;2,97;-19,97;-0,19;;;
;4871231523,00;-629,56;4,87;-10,99;30,61;2,95;-19,98;-0,19;;;
;4871606361,00;-629,96;4,87;-10,99;30,61;2,91;-19,99;-0,19;;;
;4871981198,00;-630,35;4,87;-11,00;30,61;2,94;-20,00;-0,19;;;
;4872356036,00;-630,75;4,87;-11,01;30,61;3,00;-20,02;-0,18;;;
;4872730873,00;-631,15;4,87;-11,02;30,62;2,89;-20,03;-0,19;;;
;4873105711,00;-631,54;4,87;-11,02;30,62;2,96;-20,04;-0,19;;;
;4873480548,00;-631,94;4,87;-11,03;30,62;3,03;-20,05;-0,18;;;
;4873855386,00;-632,35;4,87;-11,04;30,62;2,90;-20,07;-0,19;;;
;4874230223,00;-632,74;4,87;-11,04;30,63;2,96;-20,08;-0,19;;;
;4874605061,00;-633,14;4,87;-11,05;30,63;3,01;-20,09;-0,18;;;
;4874979898,00;-633,55;4,87;-11,06;30,63;2,92;-20,10;-0,19;;;
;4875354735,00;-633,94;4,88;-11,06;30,63;2,92;-20,12;-0,19;;;
;4875729573,00;-634,34;4,88;-11,07;30,64;2,93;-20,13;-0,19;;;
;4876104410,00;-634,73;4,88;-11,08;30,64;2,98;-20,14;-0,18;;;
;4876479248,00;-635,13;4,88;-11,09;30,64;2,93;-20,15;-0,19;;;
;4876854085,00;-635,53;4,88;-11,09;30,64;2,94;-20,17;-0,19;;;
;4877228923,00;-635,92;4,88;-11,10;30,64;2,91;-20,18;-0,19;;;
;4877603760,00;-636,32;4,88;-11,11;30,65;2,96;-20,19;-0,19;;;
;4877978598,00;-636,72;4,88;-11,11;30,65;2,93;-20,21;-0,19;;;
;4878353435,00;-637,11;4,88;-11,12;30,65;2,86;-20,22;-0,19;;;
;4878728273,00;-637,50;4,88;-11,13;30,65;3,02;-20,23;-0,18;;;
;4879103110,00;-637,91;4,88;-11,13;30,66;2,82;-20,24;-0,20;;;
;4879477948,00;-638,29;4,88;-11,14;30,66;3,02;-20,25;-0,18;;;
;4879852785,00;-638,69;4,88;-11,15;30,66;2,87;-20,27;-0,19;;;
;4880227623,00;-639,08;4,88;-11,15;30,66;2,87;-20,28;-0,19;;;
;4880602460,00;-639,47;4,88;-11,16;30,67;2,97;-20,29;-0,19;;;
;4880977298,00;-639,87;4,88;-11,17;30,67;2,90;-20,31;-0,19;;;
;4881352135,00;-640,26;4,88;-11,17;30,67;2,87;-20,32;-0,19;;;
;4881726973,00;-640,65;4,88;-11,18;30,67;2,95;-20,33;-0,19;;;
;4882101810,00;-641,05;4,88;-11,19;30,68;2,87;-20,34;-0,19;;;
;4882476648,00;-641,43;4,88;-11,20;30,68;2,87;-20,35;-0,19;;;
;4882851485,00;-641,82;4,88;-11,20;30,68;2,78;-20,37;-0,20;;;
;4883226323,00;-642,20;4,88;-11,21;30,68;3,03;-20,38;-0,18;;;
;4883601160,00;-642,60;4,88;-11,22;30,68;2,82;-20,39;-0,19;;;
;4883975998,00;-642,98;4,88;-11,22;30,69;2,90;-20,40;-0,19;;;
;4884350835,00;-643,38;4,88;-11,23;30,69;2,75;-20,42;-0,20;;;
;4884725673,00;-643,75;4,88;-11,24;30,69;2,96;-20,43;-0,19;;;
;4885100510,00;-644,15;4,89;-11,24;30,69;2,79;-20,44;-0,20;;;
;4885475348,00;-644,52;4,89;-11,25;30,70;2,94;-20,45;-0,19;;;
;4885850185,00;-644,92;4,89;-11,26;30,70;2,76;-20,47;-0,20;;;
;4886225023,00;-645,29;4,89;-11,26;30,70;2,90;-20,48;-0,19;;;
;4886599860,00;-645,68;4,89;-11,27;30,70;2,85;-20,49;-0,19;;;
;4886974697,00;-646,07;4,89;-11,28;30,71;2,81;-20,50;-0,20;;;
;4887349535,00;-646,45;4,89;-11,28;30,71;2,85;-20,51;-0,19;;;
;4887724372,00;-646,83;4,89;-11,29;30,71;2,87;-20,53;-0,19;;;
;4888099210,00;-647,22;4,89;-11,30;30,71;2,80;-20,54;-0,20;;;
;4888474047,00;-647,60;4,89;-11,30;30,72;2,82;-20,55;-0,20;;;
;4888848885,00;-647,98;4,89;-11,31;30,72;2,90;-20,56;-0,19;;;
;4889223722,00;-648,37;4,89;-11,32;30,72;2,78;-20,57;-0,20;;;
;4889598560,00;-648,74;4,89;-11,32;30,72;2,80;-20,59;-0,20;;;
;4889973397,00;-649,12;4,89;-11,33;30,72;2,80;-20,60;-0,20;;;
;4890348235,00;-649,50;4,89;-11,34;30,73;2,82;-20,61;-0,19;;;
;4890723072,00;-649,88;4,89;-11,34;30,73;2,79;-20,62;-0,20;;;
;4891097910,00;-650,26;4,89;-11,35;30,73;2,79;-20,63;-0,20;;;
;4891472747,00;-650,63;4,89;-11,36;30,73;2,80;-20,65;-0,20;;;
;4891847585,00;-651,01;4,89;-11,36;30,74;2,79;-20,66;-0,20;;;
;4892222422,00;-651,39;4,89;-11,37;30,74;2,89;-20,67;-0,19;;;
;4892597260,00;-651,78;4,89;-11,38;30,74;2,79;-20,68;-0,20;;;
;4892972097,00;-652,15;4,89;-11,38;30,74;2,78;-20,69;-0,20;;;
;4893346935,00;-652,53;4,89;-11,39;30,75;2,81;-20,71;-0,20;;;
;4893721772,00;-652,91;4,89;-11,40;30,75;2,68;-20,72;-0,20;;;
;4894096610,00;-653,27;4,89;-11,40;30,75;2,89;-20,73;-0,19;;;
;4894471447,00;-653,66;4,89;-11,41;30,75;2,79;-20,74;-0,20;;;
;4894846285,00;-654,04;4,89;-11,42;30,76;2,76;-20,75;-0,20;;;
;4895221122,00;-654,41;4,90;-11,42;30,76;2,79;-20,77;-0,20;;;
;4895595960,00;-654,79;4,90;-11,43;30,76;2,81;-20,78;-0,20;;;
;4895970797,00;-655,16;4,90;-11,43;30,76;2,83;-20,79;-0,19;;;
;4896345635,00;-655,55;4,90;-11,44;30,76;2,78;-20,80;-0,20;;;
;4896720472,00;-655,92;4,90;-11,45;30,77;2,77;-20,81;-0,20;;;
;4897095310,00;-656,30;4,90;-11,45;30,77;2,82;-20,83;-0,19;;;
;4897470147,00;-656,68;4,90;-11,46;30,77;2,76;-20,84;-0,20;;;
;4897844985,00;-657,05;4,90;-11,47;30,77;2,81;-20,85;-0,20;;;
;4898219822,00;-657,43;4,90;-11,47;30,78;2,83;-20,86;-0,19;;;
;4898594659,00;-657,81;4,90;-11,48;30,78;2,70;-20,87;-0,20;;;
;4898969497,00;-658,17;4,90;-11,49;30,78;2,78;-20,89;-0,20;;;
;4899344334,00;-658,55;4,90;-11,49;30,78;2,84;-20,90;-0,19;;;
;4899719172,00;-658,93;4,90;-11,50;30,79;2,82;-20,91;-0,19;;;
;4900094009,00;-659,31;4,90;-11,51;30,79;2,77;-20,92;-0,20;;;
;4900468847,00;-659,69;4,90;-11,51;30,79;2,80;-20,93;-0,20;;;
;4900843684,00;-660,07;4,90;-11,52;30,79;2,80;-20,95;-0,20;;;
;4901218522,00;-660,44;4,90;-11,53;30,80;2,87;-20,96;-0,19;;;
;4901593359,00;-660,83;4,90;-11,53;30,80;2,79;-20,97;-0,20;;;
;4901968197,00;-661,21;4,90;-11,54;30,80;2,80;-20,98;-0,20;;;
;4902343034,00;-661,58;4,90;-11,55;30,80;2,78;-20,99;-0,20;;;
;4902717872,00;-661,96;4,90;-11,55;30,80;2,85;-21,01;-0,19;;;
;4903092709,00;-662,34;4,90;-11,56;30,81;2,77;-21,02;-0,20;;;
;4903467547,00;-662,72;4,90;-11,57;30,81;2,79;-21,03;-0,20;;;
;4903842384,00;-663,09;4,90;-11,57;30,81;2,80;-21,04;-0,20;;;
;4904217222,00;-663,47;4,90;-11,58;30,81;2,84;-21,05;-0,19;;;
;4904592059,00;-663,86;4,90;-11,59;30,82;2,81;-21,07;-0,20;;;
;4904966897,00;-664,23;4,90;-11,59;30,82;2,85;-21,08;-0,19;;;
;4905341734,00;-664,62;4,91;-11,60;30,82;2,83;-21,09;-0,19;;;
;4905716572,00;-665,00;4,91;-11,61;30,82;2,76;-21,10;-0,20;;;
;4906091409,00;-665,37;4,91;-11,61;30,83;2,82;-21,11;-0,19;;;
;4906466247,00;-665,75;4,91;-11,62;30,83;2,78;-21,13;-0,20;;;
;4906841084,00;-666,13;4,91;-11,63;30,83;2,93;-21,14;-0,19;;;
;4907215922,00;-666,52;4,91;-11,63;30,83;2,76;-21,15;-0,20;;;
;4907590759,00;-666,90;4,91;-11,64;30,84;2,81;-21,16;-0,20;;;
;4907965597,00;-667,28;4,91;-11,65;30,84;2,87;-21,17;-0,19;;;
;4908340434,00;-667,66;4,91;-11,65;30,84;2,87;-21,19;-0,19;;;
;4908715272,00;-668,05;4,91;-11,66;30,84;2,74;-21,20;-0,20;;;
;4909090109,00;-668,42;4,91;-11,67;30,84;2,94;-21,21;-0,19;;;
;4909464946,00;-668,82;4,91;-11,67;30,85;2,85;-21,22;-0,19;;;
;4909839784,00;-669,20;4,91;-11,68;30,85;2,82;-21,24;-0,19;;;
;4910214621,00;-669,58;4,91;-11,69;30,85;2,80;-21,25;-0,20;;;
;4910589459,00;-669,96;4,91;-11,69;30,85;2,92;-21,26;-0,19;;;
;4910964296,00;-670,35;4,91;-11,70;30,86;2,83;-21,27;-0,19;;;
;4911339134,00;-670,74;4,91;-11,71;30,86;2,77;-21,28;-0,20;;;
;4911713971,00;-671,11;4,91;-11,71;30,86;2,85;-21,30;-0,19;;;
;4912088809,00;-671,49;4,91;-11,72;30,86;2,87;-21,31;-0,19;;;
;4912463646,00;-671,88;4,91;-11,73;30,87;2,83;-21,32;-0,19;;;
;4912838484,00;-672,26;4,91;-11,73;30,87;2,84;-21,33;-0,19;;;
;4913213321,00;-672,65;4,91;-11,74;30,87;2,87;-21,35;-0,19;;;
;4913588159,00;-673,04;4,91;-11,75;30,87;2,82;-21,36;-0,19;;;
;4913962996,00;-673,42;4,91;-11,75;30,88;2,86;-21,37;-0,19;;;
;4914337834,00;-673,80;4,91;-11,76;30,88;2,82;-21,38;-0,19;;;
;4914712671,00;-674,18;4,91;-11,77;30,88;2,82;-21,39;-0,19;;;
;4915087509,00;-674,56;4,92;-11,77;30,88;2,93;-21,41;-0,19;;;
;4915462346,00;-674,96;4,92;-11,78;30,88;2,81;-21,42;-0,20;;;
;4915837184,00;-675,34;4,92;-11,79;30,89;2,91;-21,43;-0,19;;;
;4916212021,00;-675,73;4,92;-11,79;30,89;2,80;-21,44;-0,20;;;
;4916586859,00;-676,11;4,92;-11,80;30,89;2,80;-21,46;-0,20;;;
;4916961696,00;-676,49;4,92;-11,81;30,89;2,86;-21,47;-0,19;;;
;4917336534,00;-676,87;4,92;-11,81;30,90;2,83;-21,48;-0,19;;;
;4917711371,00;-677,25;4,92;-11,82;30,90;2,86;-21,49;-0,19;;;
;4918086209,00;-677,64;4,92;-11,83;30,90;2,85;-21,50;-0,19;;;
;4918461046,00;-678,03;4,92;-11,83;30,90;2,86;-21,52;-0,19;;;
;4918835884,00;-678,41;4,92;-11,84;30,91;2,90;-21,53;-0,19;;;
;4919210721,00;-678,80;4,92;-11,85;30,91;2,79;-21,54;-0,20;;;
;4919585559,00;-679,18;4,92;-11,85;30,91;2,84;-21,55;-0,19;;;
;4919960396,00;-679,56;4,92;-11,86;30,91;2,95;-21,56;-0,19;;;
;4920335234,00;-679,96;4,92;-11,87;30,92;2,79;-21,58;-0,20;;;
;4920710071,00;-680,34;4,92;-11,87;30,92;2,88;-21,59;-0,19;;;
;4921084908,00;-680,72;4,92;-11,88;30,92;2,86;-21,60;-0,19;;;
;4921459746,00;-681,11;4,92;-11,89;30,92;2,89;-21,61;-0,19;;;
;4921834583,00;-681,50;4,92;-11,89;30,92;2,82;-21,63;-0,19;;;
;4922209421,00;-681,88;4,92;-11,90;30,93;2,86;-21,64;-0,19;;;
;4922584258,00;-682,27;4,92;-11,91;30,93;2,91;-21,65;-0,19;;;
;4922959096,00;-682,66;4,92;-11,91;30,93;2,91;-21,66;-0,19;;;
;4923333933,00;-683,05;4,92;-11,92;30,93;2,83;-21,68;-0,19;;;
;4923708771,00;-683,43;4,92;-11,93;30,94;2,96;-21,69;-0,19;;;
;4924083608,00;-683,83;4,92;-11,94;30,94;2,81;-21,70;-0,20;;;
;4924458446,00;-684,21;4,92;-11,94;30,94;2,87;-21,71;-0,19;;;
;4924833283,00;-684,60;4,92;-11,95;30,94;2,95;-21,72;-0,19;;;
;4925208121,00;-685,00;4,93;-11,96;30,95;2,91;-21,74;-0,19;;;
;4925582958,00;-685,39;4,93;-11,96;30,95;2,92;-21,75;-0,19;;;
;4925957796,00;-685,78;4,93;-11,97;30,95;2,92;-21,76;-0,19;;;
;4926332633,00;-686,18;4,93;-11,98;30,95;2,89;-21,77;-0,19;;;
;4926707471,00;-686,57;4,93;-11,98;30,96;2,97;-21,79;-0,19;;;
;4927082308,00;-686,97;4,93;-11,99;30,96;2,89;-21,80;-0,19;;;
;4927457146,00;-687,36;4,93;-12,00;30,96;2,97;-21,81;-0,19;;;
;4927831983,00;-687,76;4,93;-12,00;30,96;2,96;-21,82;-0,19;;;
;4928206821,00;-688,16;4,93;-12,01;30,96;2,96;-21,84;-0,19;;;
;4928581658,00;-688,56;4,93;-12,02;30,97;2,98;-21,85;-0,18;;;
;4928956496,00;-688,96;4,93;-12,02;30,97;3,04;-21,86;-0,18;;;
;4929331333,00;-689,37;4,93;-12,03;30,97;2,90;-21,88;-0,19;;;
;4929706171,00;-689,76;4,93;-12,04;30,97;2,98;-21,89;-0,18;;;
;4930081008,00;-690,16;4,93;-12,05;30,98;3,00;-21,90;-0,18;;;
;4930455846,00;-690,57;4,93;-12,05;30,98;3,07;-21,91;-0,18;;;
;4930830683,00;-690,98;4,93;-12,06;30,98;3,06;-21,93;-0,18;;;
;4931205521,00;-691,40;4,93;-12,07;30,98;2,88;-21,94;-0,19;;;
;4931580358,00;-691,78;4,93;-12,07;30,99;3,11;-21,95;-0,18;;;
;4931955196,00;-692,20;4,93;-12,08;30,99;3,03;-21,97;-0,18;;;
;4932330033,00;-692,61;4,93;-12,09;30,99;2,96;-21,98;-0,19;;;
;4932704870,00;-693,01;4,93;-12,10;30,99;3,02;-21,99;-0,18;;;
;4933079708,00;-693,42;4,93;-12,10;31,00;3,02;-22,00;-0,18;;;
;4933454545,00;-693,83;4,93;-12,11;31,00;3,00;-22,02;-0,18;;;
;4933829383,00;-694,23;4,93;-12,12;31,00;2,98;-22,03;-0,18;;;
;4934204220,00;-694,63;4,93;-12,12;31,00;3,00;-22,04;-0,18;;;
;4934579058,00;-695,04;4,93;-12,13;31,00;2,90;-22,06;-0,19;;;
;4934953895,00;-695,43;4,93;-12,14;31,01;2,87;-22,07;-0,19;;;
;4935328733,00;-695,82;4,94;-12,14;31,01;2,74;-22,08;-0,20;;;
;4935703570,00;-696,19;4,94;-12,15;31,01;2,80;-22,09;-0,20;;;
;4936078408,00;-696,56;4,94;-12,16;31,01;2,64;-22,10;-0,21;;;
;4936453245,00;-696,92;4,94;-12,16;31,02;2,66;-22,12;-0,21;;;
;4936828083,00;-697,28;4,94;-12,17;31,02;2,52;-22,13;-0,22;;;
;4937202920,00;-697,62;4,94;-12,18;31,02;2,36;-22,14;-0,23;;;
;4937577758,00;-697,94;4,94;-12,18;31,02;2,29;-22,15;-0,24;;;
;4937952595,00;-698,25;4,94;-12,19;31,03;2,25;-22,16;-0,24;;;
;4938327433,00;-698,55;4,94;-12,19;31,03;1,95;-22,17;-0,28;;;
;4938702270,00;-698,81;4,94;-12,20;31,03;1,85;-22,18;-0,30;;;
;4939077108,00;-699,06;4,94;-12,20;31,03;1,81;-22,18;-0,30;;;
;4939451945,00;-699,31;4,94;-12,21;31,04;1,58;-22,19;-0,35;;;
;4939826783,00;-699,52;4,94;-12,21;31,04;1,47;-22,20;-0,37;;;
;4940201620,00;-699,72;4,94;-12,21;31,04;1,34;-22,20;-0,41;;;
;4940576458,00;-699,90;4,94;-12,22;31,04;1,30;-22,21;-0,42;;;
;4940951295,00;-700,07;4,94;-12,22;31,04;1,14;-22,22;-0,48;;;
;4941326133,00;-700,23;4,94;-12,22;31,05;1,03;-22,22;-0,53;;;
;4941700970,00;-700,37;4,94;-12,22;31,05;1,03;-22,22;-0,53;;;
;4942075808,00;-700,51;4,94;-12,23;31,05;0,88;-22,23;-0,63;;;
;4942450645,00;-700,63;4,94;-12,23;31,05;0,93;-22,23;-0,59;;;
;4942825483,00;-700,75;4,94;-12,23;31,06;0,96;-22,24;-0,57;;;
;4943200320,00;-700,88;4,94;-12,23;31,06;0,89;-22,24;-0,62;;;
